0.00098185,0.10706
0.0009951,0.10937
0.00101537,0.10614
0.00102535,0.10723
0.00104084,0.10654
0.00105404,0.104845
0.0010657,0.106345
0.00108734,0.10655667
0.00109599,0.107305
0.00111073,0.10691334
0.00112474,0.10313714
0.00113526,0.104836
0.00115014,0.10498857
0.00116643,0.10433666
0.0011817,0.10457715
0.00119884,0.105604
0.00121168,0.10413384
0.00123008,0.104425
0.0012431,0.10407667
0.00125864,0.10355273
0.00127791,0.10385706
0.00128994,0.10280786
0.00130958,0.10361737
0.001325,0.10448375
0.00134384,0.10425667
0.00135908,0.10380314
0.00137654,0.103635
0.00139604,0.10304475
0.0014129,0.10275217
0.00143224,0.10253675
0.00145014,0.10350758
0.00146993,0.10264383
0.00148811,0.10267486
0.00150732,0.10257354
0.00152619,0.10278454
0.00154734,0.10235459
0.00156389,0.10238396
0.0015862,0.10206017
0.00160626,0.10170255
0.00162715,0.10184355
0.00164801,0.10129
0.00166764,0.1011
0.00169266,0.10111309
0.00171269,0.10062134
0.00173572,0.10063159
0.00175706,0.10067385
0.00177965,0.10000423
0.00180346,0.10006899
0.00182456,0.09953742
0.00185062,0.09938605
0.00187166,0.09898122
0.00189503,0.09895824
0.00192161,0.09873299
0.00194547,0.09836058
0.00197071,0.09809247
0.00199729,0.09774096
0.00202196,0.09725735
0.00204782,0.09708803
0.00207637,0.09674
0.0020996,0.09674258
0.00212649,0.09615857
0.002154,0.09582116
0.00218407,0.09549097
0.00220997,0.09519441
0.00223917,0.09454626
0.00226924,0.09421809
0.00229932,0.09313153
0.00232652,0.09334195
0.00235531,0.0928745
0.00238908,0.09217832
0.00241902,0.09170604
0.00245047,0.0912009
0.00247868,0.0905595
0.0025107,0.09029704
0.00254481,0.08951219
0.00257729,0.08904092
0.00261208,0.0879141
0.00264546,0.08766085
0.00267979,0.08702232
0.00271483,0.08638421
0.00274647,0.08567933
0.00278215,0.08495889
0.00281891,0.08408508
0.00285381,0.08325137
0.00289091,0.08258377
0.0029299,0.08120636
0.00296734,0.08092055
0.00300442,0.07993568
0.00304351,0.07916284
0.00308281,0.07816315
0.00312192,0.07718869
0.00316234,0.0761725
0.00320383,0.0750172
0.00324539,0.07415436
0.00328646,0.07328715
0.00332892,0.072152
0.00337323,0.07077762
0.00341637,0.06982604
0.0034588,0.06855756
0.00350294,0.06753604
0.00354764,0.06629329
0.00359422,0.06496099
0.00364124,0.06351158
0.00368813,0.06247833
0.00373537,0.06113105
0.00378317,0.05974229
0.00383136,0.05849254
0.00387968,0.05718691
0.00393041,0.05581741
0.00398215,0.05420202
0.0040336,0.05288504
0.00408559,0.05148859
0.00413812,0.04998245
0.00419089,0.04846067
0.00424398,0.04718476
0.00429903,0.04558904
0.00435462,0.04413642
0.00441026,0.04264973
0.00446673,0.04112258
0.00452397,0.03965797
0.00458171,0.03822174
0.00464076,0.03671401
0.00470123,0.03517084
0.00476302,0.03367873
0.00482346,0.03227109
0.0048853,0.03080649
0.00494866,0.02942869
0.00501158,0.02804898
0.00507618,0.0266633
0.00514106,0.02534814
0.00520686,0.02403044
0.00527472,0.02263585
0.00534311,0.0213401
0.00541198,0.02012286
0.00548151,0.01889562
0.0055511,0.0177918
0.0056224,0.01658216
0.00569576,0.01545442
0.0057688,0.0144049
0.00584242,0.01337359
0.00591813,0.01237963
0.00599494,0.0114223
0.0060716,0.01052467
0.00614994,0.00966815
0.00622859,0.00883683
0.00630802,0.00804142
0.00638999,0.00730931
0.0064728,0.00662007
0.00655578,0.00597758
0.0066394,0.00534975
0.00672453,0.00480126
0.00681189,0.0042578
0.00690001,0.00376906
0.00698769,0.00332956
0.00707767,0.0029205
0.00716993,0.00254694
0.00726173,0.00220604
0.00735441,0.00190959
0.00744905,0.00165174
0.0075449,0.00141459
0.00764327,0.00121678
0.00774108,0.0010475
0.00784076,0.00090867
0.00794138,0.00079056
0.00804284,0.00070126
0.00814668,0.00063462
0.0082521,0.000589
0.00835782,0.0005579
0.00846463,0.00054186
0.00857426,0.00054722
0.00868483,0.00056358
0.00879674,0.00058727
0.00891037,0.00062034
0.0090242,0.00065976
0.00914003,0.00070618
0.00925831,0.00075077
0.00937733,0.00079612
0.00949769,0.00084057
0.00961966,0.00088131
0.00974357,0.00092161
0.00986914,0.0009536
0.00999591,0.00098005
0.01012431,0.00100394
0.010255,0.00101544
0.0103876,0.00101503
0.01052129,0.00101231
0.0106565,0.00099676
0.01079412,0.00097409
0.01093225,0.0009504
0.01107227,0.00091521
0.01121557,0.00087404
0.01136037,0.00082971
0.01150591,0.00077674
0.01165294,0.00072114
0.0118028,0.00066454
0.01195509,0.00060713
0.01210844,0.00054887
0.01226445,0.00048965
0.01242365,0.00043311
0.0125836,0.00038013
0.0127449,0.00032888
0.01290867,0.0002836
0.01307446,0.00024085
0.01324197,0.00020721
0.01341303,0.00017709
0.01358544,0.00015322
0.01376032,0.00013323
0.01393685,0.00012093
0.01411642,0.00011185
0.01429802,0.00010827
0.01448202,0.00010845
0.01466892,0.00011257
0.01485801,0.00011762
0.01504894,0.00012454
0.01524297,0.00013351
0.0154387,0.0001416
0.01563624,0.00014946
0.01583833,0.00015462
0.01604271,0.00015869
0.01624926,0.00015891
0.01645795,0.0001591
0.01666891,0.0001567
0.01688284,0.00015127
0.01710022,0.00014416
0.01732176,0.00013578
0.01754523,0.0001242
0.01777073,0.00011154
0.01799924,0.00010136
0.01823032,0.00008915
0.01846426,0.00007795
0.01870101,0.00006789
0.01894243,0.00005841
0.01918679,0.00005196
0.01943384,0.00004595
0.01968463,0.0000427
0.01993666,0.00004136
0.02019284,0.00003969
0.02045316,0.00003991
0.02071665,0.00004162
0.02098339,0.00004243
0.02125349,0.00004396
0.02152716,0.00004638
0.02180409,0.0000462
0.02208409,0.00004635
0.02236852,0.00004512
0.02265634,0.0000433
0.02294768,0.00004145
0.02324319,0.00003783
0.02354237,0.00003477
0.0238452,0.00003102
0.02415186,0.00002797
0.02446257,0.00002506
0.02477767,0.00002304
0.0250965,0.00002109
0.02541924,0.00001997
0.02574681,0.0000197
0.02607819,0.00001922
0.02641311,0.00001913
0.02675314,0.00001928
0.02709743,0.00001961
0.02744247,0.00001915
0.02778957,0.0000192
0.0281499,0.00001842
0.02851225,0.00001708
0.02887844,0.00001593
0.02924781,0.00001519
0.02962111,0.00001351
0.02999835,0.00001338
0.03036755,0.00001211
0.03071448,0.00001324